FuelType,CityDistrict,Year,NoOfVehicles
Plugin-Hybrid,Lokaludvalg - Indre By,2020,49
Plugin-Hybrid,Lokaludvalg - Indre By,2021,124
Plugin-Hybrid,Lokaludvalg - Indre By,2022,351
Plugin-Hybrid,Lokaludvalg - Indre By,2023,418
Plugin-Hybrid,Lokaludvalg - Indre By,2024,464
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2006,0
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2007,0
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2008,0
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2009,0
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2010,0
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2011,0
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2012,0
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2013,0
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2014,0
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2015,0
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2016,0
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2017,-1
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2018,-1
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2019,12
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2020,19
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2021,62
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2022,184
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2023,250
Plugin-Hybrid,Lokaludvalg - Kgs. Enghave,2024,275
Plugin-Hybrid,Lokaludvalg - Nørrebro,2006,0
Plugin-Hybrid,Lokaludvalg - Nørrebro,2007,0
Plugin-Hybrid,Lokaludvalg - Nørrebro,2008,0
Plugin-Hybrid,Lokaludvalg - Nørrebro,2009,0
Plugin-Hybrid,Lokaludvalg - Nørrebro,2010,0
Plugin-Hybrid,Lokaludvalg - Nørrebro,2011,0
Plugin-Hybrid,Lokaludvalg - Nørrebro,2012,0
Plugin-Hybrid,Lokaludvalg - Nørrebro,2013,0
Plugin-Hybrid,Lokaludvalg - Nørrebro,2014,0
Plugin-Hybrid,Lokaludvalg - Nørrebro,2015,0
Plugin-Hybrid,Lokaludvalg - Nørrebro,2016,0
Plugin-Hybrid,Lokaludvalg - Nørrebro,2017,-1
Plugin-Hybrid,Lokaludvalg - Nørrebro,2018,3
Plugin-Hybrid,Lokaludvalg - Nørrebro,2019,20
Plugin-Hybrid,Lokaludvalg - Nørrebro,2020,23
Plugin-Hybrid,Lokaludvalg - Nørrebro,2021,66
Plugin-Hybrid,Lokaludvalg - Nørrebro,2022,207
Plugin-Hybrid,Lokaludvalg - Nørrebro,2023,248
Plugin-Hybrid,Lokaludvalg - Nørrebro,2024,301
Plugin-Hybrid,Lokaludvalg - Valby,2006,0
Plugin-Hybrid,Lokaludvalg - Valby,2007,0
Plugin-Hybrid,Lokaludvalg - Valby,2008,0
Plugin-Hybrid,Lokaludvalg - Valby,2009,0
Plugin-Hybrid,Lokaludvalg - Valby,2010,0
Plugin-Hybrid,Lokaludvalg - Valby,2011,0
Plugin-Hybrid,Lokaludvalg - Valby,2012,0
Plugin-Hybrid,Lokaludvalg - Valby,2013,0
Plugin-Hybrid,Lokaludvalg - Valby,2014,0
Plugin-Hybrid,Lokaludvalg - Valby,2015,0
Plugin-Hybrid,Lokaludvalg - Valby,2016,0
Plugin-Hybrid,Lokaludvalg - Valby,2017,7
Plugin-Hybrid,Lokaludvalg - Valby,2018,9
Plugin-Hybrid,Lokaludvalg - Valby,2019,28
Plugin-Hybrid,Lokaludvalg - Valby,2020,50
Plugin-Hybrid,Lokaludvalg - Valby,2021,155
Plugin-Hybrid,Lokaludvalg - Valby,2022,392
Plugin-Hybrid,Lokaludvalg - Valby,2023,520
Plugin-Hybrid,Lokaludvalg - Valby,2024,593
Plugin-Hybrid,Lokaludvalg - Vanløse,2006,0
Plugin-Hybrid,Lokaludvalg - Vanløse,2007,0
Plugin-Hybrid,Lokaludvalg - Vanløse,2008,0
Plugin-Hybrid,Lokaludvalg - Vanløse,2009,0
Plugin-Hybrid,Lokaludvalg - Vanløse,2010,0
Plugin-Hybrid,Lokaludvalg - Vanløse,2011,0
Plugin-Hybrid,Lokaludvalg - Vanløse,2012,0
Plugin-Hybrid,Lokaludvalg - Vanløse,2013,0
Plugin-Hybrid,Lokaludvalg - Vanløse,2014,0
Plugin-Hybrid,Lokaludvalg - Vanløse,2015,0
Plugin-Hybrid,Lokaludvalg - Vanløse,2016,0
Plugin-Hybrid,Lokaludvalg - Vanløse,2017,-1
Plugin-Hybrid,Lokaludvalg - Vanløse,2018,-1
Plugin-Hybrid,Lokaludvalg - Vanløse,2019,19
Plugin-Hybrid,Lokaludvalg - Vanløse,2020,39
Plugin-Hybrid,Lokaludvalg - Vanløse,2021,98
Plugin-Hybrid,Lokaludvalg - Vanløse,2022,265
Plugin-Hybrid,Lokaludvalg - Vanløse,2023,365
Plugin-Hybrid,Lokaludvalg - Vanløse,2024,436
Plugin-Hybrid,Lokaludvalg - Vesterbro,2006,0
Plugin-Hybrid,Lokaludvalg - Vesterbro,2007,0
Plugin-Hybrid,Lokaludvalg - Vesterbro,2008,0
Plugin-Hybrid,Lokaludvalg - Vesterbro,2009,0
Plugin-Hybrid,Lokaludvalg - Vesterbro,2010,0
Plugin-Hybrid,Lokaludvalg - Vesterbro,2011,0
Plugin-Hybrid,Lokaludvalg - Vesterbro,2012,0
Plugin-Hybrid,Lokaludvalg - Vesterbro,2013,0
Plugin-Hybrid,Lokaludvalg - Vesterbro,2014,0
Plugin-Hybrid,Lokaludvalg - Vesterbro,2015,0
Plugin-Hybrid,Lokaludvalg - Vesterbro,2016,0
Plugin-Hybrid,Lokaludvalg - Vesterbro,2017,8
Plugin-Hybrid,Lokaludvalg - Vesterbro,2018,13
Plugin-Hybrid,Lokaludvalg - Vesterbro,2019,23
Plugin-Hybrid,Lokaludvalg - Vesterbro,2020,40
Plugin-Hybrid,Lokaludvalg - Vesterbro,2021,90
Plugin-Hybrid,Lokaludvalg - Vesterbro,2022,230
Plugin-Hybrid,Lokaludvalg - Vesterbro,2023,298
Plugin-Hybrid,Lokaludvalg - Vesterbro,2024,339
Plugin-Hybrid,Lokaludvalg - Østerbro,2006,0
Plugin-Hybrid,Lokaludvalg - Østerbro,2007,0
Plugin-Hybrid,Lokaludvalg - Østerbro,2008,0
Plugin-Hybrid,Lokaludvalg - Østerbro,2009,0
Plugin-Hybrid,Lokaludvalg - Østerbro,2010,0
Plugin-Hybrid,Lokaludvalg - Østerbro,2011,0
Plugin-Hybrid,Lokaludvalg - Østerbro,2012,0
Plugin-Hybrid,Lokaludvalg - Østerbro,2013,0
Plugin-Hybrid,Lokaludvalg - Østerbro,2014,0
Plugin-Hybrid,Lokaludvalg - Østerbro,2015,0
Plugin-Hybrid,Lokaludvalg - Østerbro,2016,0
Plugin-Hybrid,Lokaludvalg - Østerbro,2017,8
Plugin-Hybrid,Lokaludvalg - Østerbro,2018,21
Plugin-Hybrid,Lokaludvalg - Østerbro,2019,41
Plugin-Hybrid,Lokaludvalg - Østerbro,2020,64
Plugin-Hybrid,Lokaludvalg - Østerbro,2021,173
Plugin-Hybrid,Lokaludvalg - Østerbro,2022,518
Plugin-Hybrid,Lokaludvalg - Østerbro,2023,662
Plugin-Hybrid,Lokaludvalg - Østerbro,2024,754
