FuelType,CityDistrict,Year,NoOfVehicles
Plugin-Hybrid,Bydel - Valby,2024,593
Plugin-Hybrid,Bydel - Vanløse,2006,0
Plugin-Hybrid,Bydel - Vanløse,2007,0
Plugin-Hybrid,Bydel - Vanløse,2008,0
Plugin-Hybrid,Bydel - Vanløse,2009,0
Plugin-Hybrid,Bydel - Vanløse,2010,0
Plugin-Hybrid,Bydel - Vanløse,2011,0
Plugin-Hybrid,Bydel - Vanløse,2012,0
Plugin-Hybrid,Bydel - Vanløse,2013,0
Plugin-Hybrid,Bydel - Vanløse,2014,0
Plugin-Hybrid,Bydel - Vanløse,2015,0
Plugin-Hybrid,Bydel - Vanløse,2016,0
Plugin-Hybrid,Bydel - Vanløse,2017,-1
Plugin-Hybrid,Bydel - Vanløse,2018,-1
Plugin-Hybrid,Bydel - Vanløse,2019,19
Plugin-Hybrid,Bydel - Vanløse,2020,39
Plugin-Hybrid,Bydel - Vanløse,2021,98
Plugin-Hybrid,Bydel - Vanløse,2022,265
Plugin-Hybrid,Bydel - Vanløse,2023,365
Plugin-Hybrid,Bydel - Vanløse,2024,436
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2006,0
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2007,0
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2008,0
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2009,0
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2010,0
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2011,0
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2012,0
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2013,0
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2014,0
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2015,0
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2016,0
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2017,10
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2018,15
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2019,35
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2020,59
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2021,152
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2022,414
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2023,548
Plugin-Hybrid,Bydel - Vesterbro/Kongens Enghave,2024,614
Plugin-Hybrid,Bydel - Østerbro,2006,0
Plugin-Hybrid,Bydel - Østerbro,2007,0
Plugin-Hybrid,Bydel - Østerbro,2008,0
Plugin-Hybrid,Bydel - Østerbro,2009,0
Plugin-Hybrid,Bydel - Østerbro,2010,0
Plugin-Hybrid,Bydel - Østerbro,2011,0
Plugin-Hybrid,Bydel - Østerbro,2012,0
Plugin-Hybrid,Bydel - Østerbro,2013,0
Plugin-Hybrid,Bydel - Østerbro,2014,0
Plugin-Hybrid,Bydel - Østerbro,2015,0
Plugin-Hybrid,Bydel - Østerbro,2016,0
Plugin-Hybrid,Bydel - Østerbro,2017,8
Plugin-Hybrid,Bydel - Østerbro,2018,21
Plugin-Hybrid,Bydel - Østerbro,2019,41
Plugin-Hybrid,Bydel - Østerbro,2020,64
Plugin-Hybrid,Bydel - Østerbro,2021,173
Plugin-Hybrid,Bydel - Østerbro,2022,518
Plugin-Hybrid,Bydel - Østerbro,2023,662
Plugin-Hybrid,Bydel - Østerbro,2024,754
